NE_NAME;INTERFACE;SITE_ID;DESCRIPTION;IP_ADDR;SUBNET_MASK
A4783-ATN24600116_ISPARTA_YAYLA_MAH-POC3;GigabitEthernet0/2/18.3741;A4783;eNodeB_A4783_S1_X2;10.23.122.197;255.255.255.252
A4783-ATN24600116_ISPARTA_YAYLA_MAH-POC3;GigabitEthernet0/2/18.3763;A4797;eNodeB_A4797_S1_X2;10.23.122.153;255.255.255.252
A4783-ATN24600116_ISPARTA_YAYLA_MAH-POC3;GigabitEthernet0/2/18.3799;K6329;eNodeB_K6329_S1_X2;10.23.122.81;255.255.255.252
A4783-ATN24600116_ISPARTA_YAYLA_MAH-POC3;GigabitEthernet0/2/18.3823;A4774;eNodeB_A4774_S1_X2;10.23.122.33;255.255.255.252
A4783-ATN24600116_ISPARTA_YAYLA_MAH-POC3;GigabitEthernet0/2/21.3815;C3089;eNodeB_C3089_S1_X2;10.23.122.49;255.255.255.252
B1568-ATN21600116_ALTUNIZADE_VAKKO-POC3;GigabitEthernet0/1/1.4083;B1568;eNodeB_B1568_S1_X2;10.202.62.9;255.255.255.252
B1568-ATN21600116_ALTUNIZADE_VAKKO-POC3;GigabitEthernet0/1/4.3595;K2936;eNodeB_K2936_S1_X2;10.202.89.73;255.255.255.252
B1568-ATN21600116_ALTUNIZADE_VAKKO-POC3;GigabitEthernet0/1/4.3637;D1211;eNodeB_D1211_S1_X2;10.26.24.145;255.255.255.252
B1568-ATN21600116_ALTUNIZADE_VAKKO-POC3;GigabitEthernet0/1/4.3699;B1296;eNodeB_B1296_S1_X2;10.202.74.105;255.255.255.252
B1568-ATN21600116_ALTUNIZADE_VAKKO-POC3;GigabitEthernet0/1/4.3717;M3983;eNodeB_M3983_S1_X2;10.26.25.49;255.255.255.252
B1568-ATN21600116_ALTUNIZADE_VAKKO-POC3;GigabitEthernet0/1/4.4081;M3967;eNodeB_M3967_S1_X2;10.26.23.89;255.255.255.252
B1568-ATN21600116_ALTUNIZADE_VAKKO-POC3;GigabitEthernet0/2/0.3633;V4562;eNodeB_V4562_S1_X2;10.29.69.181;255.255.255.252
B1568-ATN21600116_ALTUNIZADE_VAKKO-POC3;GigabitEthernet0/2/0.3987;V2847;eNodeB_V2847_S1_X2;10.26.22.157;255.255.255.252
V1744-ATN22400116_HASTAYURDU_CADDESI-POC3;GigabitEthernet0/1/1.3841;V1744;eNodeB_V1744_S1_X2;10.202.176.109;255.255.255.252
A2398-ATN23200116_GONCALAR_MAH-POC3;GigabitEthernet0/1/2.3961;A2398;eNodeB_A2398_S1_X2;10.202.152.13;255.255.255.252
A2398-ATN23200116_GONCALAR_MAH-POC3;GigabitEthernet0/1/4.3547;M5381;eNodeB_M5381_S1_X2;10.202.150.153;255.255.255.252
A6280-ATN3560014_TURHAL_AYRANPINAR-POC3;Eth-Trunk1.3537;V3788;eNodeB_V3788_S1_X2;10.23.114.253;255.255.255.252
A6280-ATN3560014_TURHAL_AYRANPINAR-POC3;Eth-Trunk1.3915;A6257;eNodeB_A6257_S1_X2;10.26.12.173;255.255.255.252
A6280-ATN3560014_TURHAL_AYRANPINAR-POC3;Eth-Trunk1.3939;A6274;eNodeB_A6274_S1_X2;10.26.12.221;255.255.255.252
A6280-ATN3560014_TURHAL_AYRANPINAR-POC3;GigabitEthernet0/2/10.3571;06277;eNodeB_6277_S1_X2;10.23.114.185;255.255.255.252
A6280-ATN3560014_TURHAL_AYRANPINAR-POC3;GigabitEthernet0/2/10.3621;Y2986;eNodeB_Y2986_S1_X2;10.23.114.85;255.255.255.252
A6280-ATN3560014_TURHAL_AYRANPINAR-POC3;GigabitEthernet0/2/10.3851;V3132;eNodeB_V3132_S1_X2;10.26.12.45;255.255.255.252
A6280-ATN3560014_TURHAL_AYRANPINAR-POC3;GigabitEthernet0/2/10.4021;A6280;eNodeB_A6280_S1_X2;10.23.115.229;255.255.255.252
F2805-ATN22200116_TOPTANCILAR-POC3;Eth-Trunk1.4065;V5380;eNodeB_V5380_S1_X2;10.23.68.173;255.255.255.252
F2805-ATN22200116_TOPTANCILAR-POC3;GigabitEthernet0/2/0.3557;Y6228;eNodeB_Y6228_S1_X2;10.23.67.245;255.255.255.252
F2805-ATN22200116_TOPTANCILAR-POC3;GigabitEthernet0/2/0.3719;S2088;eNodeB_S2088_S1_X2;10.29.103.229;255.255.255.252
F2805-ATN22200116_TOPTANCILAR-POC3;GigabitEthernet0/2/0.3913;Y9652;eNodeB_Y9652_S1_X2;10.23.69.221;255.255.255.252
F2805-ATN22200116_TOPTANCILAR-POC3;GigabitEthernet0/2/0.4023;M9178;eNodeB_M9178_S1_X2;10.23.69.1;255.255.255.252
F2805-ATN22200116_TOPTANCILAR-POC3;GigabitEthernet0/2/0.4077;Y1690;eNodeB_Y1690_S1_X2;10.23.68.149;255.255.255.252
F2805-ATN22200116_TOPTANCILAR-POC3;GigabitEthernet0/2/0.4085;V6334;eNodeB_V6334_S1_X2;10.23.68.133;255.255.255.252
F2805-ATN22200116_TOPTANCILAR-POC3;GigabitEthernet0/2/7.3819;F2805;eNodeB_F2805_S1_X2;10.23.65.233;255.255.255.252
Y7258-ATN35200116_BILLUR-POC3;GigabitEthernet0/2/2.3513;Y7258;eNodeB_Y7258_S1_X2;10.23.30.205;255.255.255.252
E5215-ATN2120443_ISMETPASA_ORDU_CAD(ISIS-1)-POC3;GigabitEthernet0/2/2.3745;0A759;eNodeB_0A759_S1_X2;10.202.3.189;255.255.255.252
E5215-ATN2120443_ISMETPASA_ORDU_CAD(ISIS-1)-POC3;GigabitEthernet0/2/14.3625;E5215;eNodeB_E5215_S1_X2;10.202.4.173;255.255.255.252
E5215-ATN2120443_ISMETPASA_ORDU_CAD(ISIS-1)-POC3;GigabitEthernet0/2/17.3677;0A865;eNodeB_0A865_S1_X2;10.202.23.5;255.255.255.252
E5215-ATN2120443_ISMETPASA_ORDU_CAD(ISIS-1)-POC3;GigabitEthernet0/2/17.3751;Y4365;eNodeB_Y4365_S1_X2;10.202.31.209;255.255.255.252
E5215-ATN2120443_ISMETPASA_ORDU_CAD(ISIS-1)-POC3;GigabitEthernet0/2/17.3829;M6239;eNodeB_M6239_S1_X2;10.202.7.197;255.255.255.252
E5215-ATN2120443_ISMETPASA_ORDU_CAD(ISIS-1)-POC3;GigabitEthernet0/2/17.3961;00440;eNodeB_440_S1_X2;10.202.16.29;255.255.255.252
E5215-ATN2120443_ISMETPASA_ORDU_CAD(ISIS-1)-POC3;GigabitEthernet0/2/18.3587;Y7490;eNodeB_Y7490_S1_X2;10.202.51.217;255.255.255.252
E5215-ATN2120443_ISMETPASA_ORDU_CAD(ISIS-1)-POC3;GigabitEthernet0/2/18.3605;K5968;eNodeB_K5968_S1_X2;10.202.32.245;255.255.255.252
E5215-ATN2120443_ISMETPASA_ORDU_CAD(ISIS-1)-POC3;GigabitEthernet0/2/18.3841;0B717;eNodeB_0B717_S1_X2;10.202.17.13;255.255.255.252
E5215-ATN2120443_ISMETPASA_ORDU_CAD(ISIS-1)-POC3;GigabitEthernet0/2/19.3749;0D227;eNodeB_0D227_S1_X2;10.202.50.149;255.255.255.252
V3419-ATN24200117_MAHMUTLAR_SANAYI_2-POC3;GigabitEthernet0/2/19.3899;V3419;eNodeB_V3419_S1_X2;10.202.190.9;255.255.255.252
B1380-ATN21600117_ICADIYE_3-POC3;GigabitEthernet0/1/1.3659;B1380;eNodeB_B1380_S1_X2;10.202.74.185;255.255.255.252
B1380-ATN21600117_ICADIYE_3-POC3;GigabitEthernet0/3/3.3601;V1170;eNodeB_V1170_S1_X2;10.202.65.205;255.255.255.252
B1380-ATN21600117_ICADIYE_3-POC3;GigabitEthernet0/3/4.3779;H7320;eNodeB_H7320_S1_X2;10.202.83.41;255.255.255.252
B1380-ATN21600117_ICADIYE_3-POC3;GigabitEthernet0/3/4.3993;01190;eNodeB_1190_S1_X2;10.202.72.29;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/1/1.3733;M6508;eNodeB_M6508_S1_X2;10.26.39.97;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/1/2.3535;K8940;eNodeB_K8940_S1_X2;10.202.33.129;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/1/2.3557;V6424;eNodeB_V6424_S1_X2;10.29.113.25;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/1/2.3589;M9676;eNodeB_M9676_S1_X2;10.202.47.37;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/1/2.3697;00312;eNodeB_312_S1_X2;10.202.32.61;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/1/2.3877;00514;eNodeB_514_S1_X2;10.202.7.101;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/1/2.3927;Y1272;eNodeB_Y1272_S1_X2;10.26.36.53;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/1/2.4017;H7391;eNodeB_H7391_S1_X2;10.202.48.125;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/1/4.3625;0H231;eNodeB_0H231_S1_X2;10.26.38.137;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/1/4.3805;0C132;eNodeB_C132_S1_X2;10.202.17.85;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/1/4.3893;0E886;eNodeB_E886_S1_X2;10.202.30.181;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/1/4.3895;0E292;eNodeB_E292_S1_X2;10.202.30.177;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/1/6.3645;K2569;eNodeB_K2569_S1_X2;10.202.27.245;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/1/6.3889;M6104;eNodeB_M6104_S1_X2;10.202.44.205;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/1/6.3919;C3474;eNodeB_C3474_S1_X2;10.202.11.193;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/1/6.3997;0E980;eNodeB_E980_S1_X2;10.202.11.37;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/5/3.3711;00988;eNodeB_988_S1_X2;10.202.46.49;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/5/3.4051;K4368;eNodeB_K4368_S1_X2;10.26.37.45;255.255.255.252
312-ATN2120371_YILDIZ-POC3;GigabitEthernet0/5/4.3481;V6058;eNodeB_V6058_S1_X2;10.29.112.125;255.255.255.252
801-ATN2120050_SURMELI_OTEL-POC3;GigabitEthernet0/1/6.3563;K8893;eNodeB_K8893_S1_X2;10.26.66.141;255.255.255.252
801-ATN2120050_SURMELI_OTEL-POC3;GigabitEthernet0/1/6.3685;0C709;eNodeB_C709_S1_X2;10.202.97.245;255.255.255.252
801-ATN2120050_SURMELI_OTEL-POC3;GigabitEthernet0/1/6.3687;0B145;eNodeB_B145_S1_X2;10.202.97.241;255.255.255.252
801-ATN2120050_SURMELI_OTEL-POC3;GigabitEthernet0/1/6.3695;0B251;eNodeB_B251_S1_X2;10.202.79.33;255.255.255.252
801-ATN2120050_SURMELI_OTEL-POC3;GigabitEthernet0/1/6.3719;00797;eNodeB_797_S1_X2;10.202.98.181;255.255.255.252
801-ATN2120050_SURMELI_OTEL-POC3;GigabitEthernet0/1/6.3729;00147;eNodeB_147_S1_X2;10.202.97.157;255.255.255.252
801-ATN2120050_SURMELI_OTEL-POC3;GigabitEthernet0/1/6.4085;00801;eNodeB_801_S1_X2;10.202.90.37;255.255.255.252
A3855-ATN22400117_BASARAN-POC3;GigabitEthernet0/1/0.3719;M3235;eNodeB_M3235_S1_X2;10.202.172.177;255.255.255.252
A3855-ATN22400117_BASARAN-POC3;GigabitEthernet0/1/3.3947;A3855;eNodeB_A3855_S1_X2;10.202.161.137;255.255.255.252
A3855-ATN22400117_BASARAN-POC3;GigabitEthernet0/1/5.3913;K1586;eNodeB_K1586_S1_X2;10.202.175.221;255.255.255.252
A3855-ATN22400117_BASARAN-POC3;GigabitEthernet0/1/5.3931;M1585;eNodeB_M1585_S1_X2;10.202.166.89;255.255.255.252
K2706-ATN23200117_GIRNE_LUNAPARK-POC3;GigabitEthernet0/1/2.3497;K2706;eNodeB_K2706_S1_X2;10.202.136.237;255.255.255.252
4410-ATN22200117_ESKISEHIR_SANAYI-POC3;Eth-Trunk1.3489;V7446;eNodeB_V7446_S1_X2;10.29.103.57;255.255.255.252
4410-ATN22200117_ESKISEHIR_SANAYI-POC3;Eth-Trunk1.3737;F5056;eNodeB_F5056_S1_X2;10.23.66.141;255.255.255.252
4410-ATN22200117_ESKISEHIR_SANAYI-POC3;Eth-Trunk1.3807;B4371;eNodeB_B4371_S1_X2;10.23.66.1;255.255.255.252
4410-ATN22200117_ESKISEHIR_SANAYI-POC3;Eth-Trunk1.3831;A4373;eNodeB_A4373_S1_X2;10.23.65.209;255.255.255.252
4410-ATN22200117_ESKISEHIR_SANAYI-POC3;GigabitEthernet0/2/3.3631;Y9731;eNodeB_Y9731_S1_X2;10.23.67.97;255.255.255.252
4410-ATN22200117_ESKISEHIR_SANAYI-POC3;GigabitEthernet0/2/3.3717;K6299;eNodeB_K6299_S1_X2;10.23.66.181;255.255.255.252
4410-ATN22200117_ESKISEHIR_SANAYI-POC3;GigabitEthernet0/2/3.3769;A4405;eNodeB_A4405_S1_X2;10.23.66.77;255.255.255.252
4410-ATN22200117_ESKISEHIR_SANAYI-POC3;GigabitEthernet0/2/3.3821;K8411;eNodeB_K8411_S1_X2;10.23.65.229;255.255.255.252
4410-ATN22200117_ESKISEHIR_SANAYI-POC3;GigabitEthernet0/2/3.3855;B4364;eNodeB_B4364_S1_X2;10.23.65.161;255.255.255.252
4410-ATN22200117_ESKISEHIR_SANAYI-POC3;GigabitEthernet0/2/8.3533;H7218;eNodeB_H7218_S1_X2;10.23.68.37;255.255.255.252
4410-ATN22200117_ESKISEHIR_SANAYI-POC3;GigabitEthernet0/2/8.3911;04404;eNodeB_4404_S1_X2;10.23.65.49;255.255.255.252
4410-ATN22200117_ESKISEHIR_SANAYI-POC3;GigabitEthernet0/2/8.4007;04410;eNodeB_4410_S1_X2;10.23.69.33;255.255.255.252
4410-ATN22200117_ESKISEHIR_SANAYI-POC3;GigabitEthernet0/2/10.3751;B4406;eNodeB_B4406_S1_X2;10.23.66.113;255.255.255.252
A4987-ATN35200117_KAZIM_KARABEKIR-POC3;GigabitEthernet0/2/2.3591;A4987;eNodeB_A4987_S1_X2;10.23.30.49;255.255.255.252
A5329-ATN33200118_EMEN-POC3;GigabitEthernet0/2/18.3605;Y8674;eNodeB_Y8674_S1_X2;10.202.234.133;255.255.255.252
A5329-ATN33200118_EMEN-POC3;GigabitEthernet0/2/18.3613;A5329;eNodeB_A5329_S1_X2;10.202.234.117;255.255.255.252
A5329-ATN33200118_EMEN-POC3;GigabitEthernet0/2/18.3761;V7048;eNodeB_V7048_S1_X2;10.26.48.253;255.255.255.252
A5329-ATN33200118_EMEN-POC3;GigabitEthernet0/2/18.3825;B5327;eNodeB_B5327_S1_X2;10.26.48.125;255.255.255.252
A5329-ATN33200118_EMEN-POC3;GigabitEthernet0/2/18.3891;K1541;eNodeB_K1541_S1_X2;10.202.236.249;255.255.255.252
A5329-ATN33200118_EMEN-POC3;GigabitEthernet0/2/18.3981;D2217;eNodeB_D2217_S1_X2;10.202.236.69;255.255.255.252
A5329-ATN33200118_EMEN-POC3;GigabitEthernet0/2/19.3537;B5324;eNodeB_B5324_S1_X2;10.202.235.13;255.255.255.252
A5329-ATN33200118_EMEN-POC3;GigabitEthernet0/2/19.3601;V7104;eNodeB_V7104_S1_X2;10.26.50.61;255.255.255.252
A5329-ATN33200118_EMEN-POC3;GigabitEthernet0/2/19.4005;D5648;eNodeB_D5648_S1_X2;10.202.236.21;255.255.255.252
472-ATN2120049_OZTURK_SOKAK-POC3;GigabitEthernet0/1/2.3655;00472;eNodeB_472_S1_X2;10.202.98.49;255.255.255.252
472-ATN2120049_OZTURK_SOKAK-POC3;GigabitEthernet0/4/1.3567;M7217;eNodeB_M7217_S1_X2;10.202.84.209;255.255.255.252
472-ATN2120049_OZTURK_SOKAK-POC3;GigabitEthernet0/4/1.3733;K7248;eNodeB_K7248_S1_X2;10.26.25.81;255.255.255.252
2359-ATN23200118_GIRNE_BULVARI-POC3;GigabitEthernet0/1/2.3953;02359;eNodeB_2359_S1_X2;10.202.133.93;255.255.255.252
2359-ATN23200118_GIRNE_BULVARI-POC3;GigabitEthernet0/1/4.3801;Y9533;eNodeB_Y9533_S1_X2;10.202.148.157;255.255.255.252
2359-ATN23200118_GIRNE_BULVARI-POC3;GigabitEthernet0/1/4.3959;;eNodeB__M520_S1_X2;10.202.142.177;255.255.255.252
B4996-ATN35200118_SOGANLI-POC3;GigabitEthernet0/1/1.3627;B4996;eNodeB_B4996_S1_X2;10.23.34.153;255.255.255.252
4761-ATN24600119_KECIBORLU-POC3;GigabitEthernet0/2/16.3547;V5894;eNodeB_V5894_S1_X2;10.26.28.141;255.255.255.252
4761-ATN24600119_KECIBORLU-POC3;GigabitEthernet0/2/16.3581;Y3622;eNodeB_Y3622_S1_X2;10.26.28.209;255.255.255.252
4761-ATN24600119_KECIBORLU-POC3;GigabitEthernet0/2/16.3603;M4857;eNodeB_M4857_S1_X2;10.23.123.217;255.255.255.252
4761-ATN24600119_KECIBORLU-POC3;GigabitEthernet0/2/16.3673;A3761;eNodeB_A3761_S1_X2;10.23.123.77;255.255.255.252
4761-ATN24600119_KECIBORLU-POC3;GigabitEthernet0/2/18.3619;A4786;eNodeB_A4786_S1_X2;10.23.123.185;255.255.255.252
4761-ATN24600119_KECIBORLU-POC3;GigabitEthernet0/2/18.3833;04774;eNodeB_4774_S1_X2;10.23.122.13;255.255.255.252
4761-ATN24600119_KECIBORLU-POC3;GigabitEthernet0/2/19.3837;04761;eNodeB_4761_S1_X2;10.23.122.5;255.255.255.252
K4798-ATN2120373_USKUMRU_ARIKOY-POC3;GigabitEthernet0/2/1.3593;M7649;eNodeB_M7649_S1_X2;10.202.4.237;255.255.255.252
K4798-ATN2120373_USKUMRU_ARIKOY-POC3;GigabitEthernet0/2/6.3999;K4798;eNodeB_K4798_S1_X2;10.202.25.49;255.255.255.252
A3810-ATN22400119_FSM_1_OD-POC3;GigabitEthernet0/1/3.3963;A3810;eNodeB_A3810_S1_X2;10.202.161.105;255.255.255.252
A3810-ATN22400119_FSM_1_OD-POC3;GigabitEthernet0/1/4.3617;M9715;eNodeB_M9715_S1_X2;10.202.173.125;255.255.255.252
A3573-ATN48200031_AYDINKONAK-POC3;GigabitEthernet0/2/5.3637;K4626;eNodeB_K4626_S1_X2;10.23.100.37;255.255.255.252
A3573-ATN48200031_AYDINKONAK-POC3;GigabitEthernet0/2/5.3781;03592;eNodeB_3592_S1_X2;10.23.99.5;255.255.255.252
A3573-ATN48200031_AYDINKONAK-POC3;GigabitEthernet0/2/6.3597;H7559;eNodeB_H7559_S1_X2;10.23.100.117;255.255.255.252
A3573-ATN48200031_AYDINKONAK-POC3;GigabitEthernet0/2/6.3693;A3573;eNodeB_A3573_S1_X2;10.23.99.181;255.255.255.252
A3573-ATN48200031_AYDINKONAK-POC3;GigabitEthernet0/2/6.4021;V1101;eNodeB_V1101_S1_X2;10.23.101.213;255.255.255.252
B2118-ATN31200119_CEVREYOLU_INCEK-POC3;Eth-Trunk1.3501;Y6867;eNodeB_Y6867_S1_X2;10.202.122.213;255.255.255.252
B2118-ATN31200119_CEVREYOLU_INCEK-POC3;Eth-Trunk1.3563;A2077;eNodeB_A2077_S1_X2;10.202.103.153;255.255.255.252
B2118-ATN31200119_CEVREYOLU_INCEK-POC3;Eth-Trunk1.3859;M6537;eNodeB_M6537_S1_X2;10.202.110.169;255.255.255.252
B2118-ATN31200119_CEVREYOLU_INCEK-POC3;Eth-Trunk1.4073;M9032;eNodeB_M9032_S1_X2;10.202.127.189;255.255.255.252
B2118-ATN31200119_CEVREYOLU_INCEK-POC3;Eth-Trunk1.4075;Y7987;eNodeB_Y7987_S1_X2;10.202.127.185;255.255.255.252
B2118-ATN31200119_CEVREYOLU_INCEK-POC3;GigabitEthernet0/2/4.4089;B2118;eNodeB_B2118_S1_X2;10.202.122.237;255.255.255.252
K1908-ATN2120085_SULTANCIFLIGI_ATATURK(ISIS-1)-POC3;Eth-Trunk1.3497;H7350;eNodeB_H7350_S1_X2;10.202.52.141;255.255.255.252
K1908-ATN2120085_SULTANCIFLIGI_ATATURK(ISIS-1)-POC3;Eth-Trunk1.3541;00D25;eNodeB_D25_S1_X2;10.202.10.5;255.255.255.252
K1908-ATN2120085_SULTANCIFLIGI_ATATURK(ISIS-1)-POC3;Eth-Trunk1.3579;M6701;eNodeB_M6701_S1_X2;10.202.37.217;255.255.255.252
K1908-ATN2120085_SULTANCIFLIGI_ATATURK(ISIS-1)-POC3;Eth-Trunk1.3877;Y1680;eNodeB_Y1680_S1_X2;10.202.12.21;255.255.255.252
K1908-ATN2120085_SULTANCIFLIGI_ATATURK(ISIS-1)-POC3;Eth-Trunk1.3881;Y9685;eNodeB_Y9685_S1_X2;10.26.35.217;255.255.255.252
K1908-ATN2120085_SULTANCIFLIGI_ATATURK(ISIS-1)-POC3;Eth-Trunk1.3929;K1908;eNodeB_K1908_S1_X2;10.202.6.253;255.255.255.252
K1908-ATN2120085_SULTANCIFLIGI_ATATURK(ISIS-1)-POC3;Eth-Trunk1.4031;S1478;eNodeB_S1478_S1_X2;10.29.124.181;255.255.255.252
B3519-ATN26634170_MARMARA_ASMALI-POC3;GigabitEthernet0/2/10.3589;B3519;eNodeB_B3519_S1_X2;10.23.6.197;255.255.255.252
B3519-ATN26634170_MARMARA_ASMALI-POC3;GigabitEthernet0/2/11.3541;E3127;eNodeB_E3127_S1_X2;10.23.7.37;255.255.255.252
B3519-ATN26634170_MARMARA_ASMALI-POC3;GigabitEthernet0/2/11.3615;V1503;eNodeB_V1503_S1_X2;10.26.62.173;255.255.255.252
B3519-ATN26634170_MARMARA_ASMALI-POC3;GigabitEthernet0/2/11.3753;V1323;eNodeB_V1323_S1_X2;10.23.10.45;255.255.255.252
A521-ATN2120012_HAYDAR_2-POC3;GigabitEthernet0/2/2.3563;00680;eNodeB_680_S1_X2;10.202.28.153;255.255.255.252
A521-ATN2120012_HAYDAR_2-POC3;GigabitEthernet0/2/2.3773;00780;eNodeB_780_S1_X2;10.202.22.69;255.255.255.252
A521-ATN2120012_HAYDAR_2-POC3;GigabitEthernet0/2/2.4073;Y4866;eNodeB_Y4866_S1_X2;10.202.29.77;255.255.255.252
A521-ATN2120012_HAYDAR_2-POC3;GigabitEthernet0/5/2.3785;0A521;eNodeB_A521_S1_X2;10.202.8.29;255.255.255.252
A521-ATN2120012_HAYDAR_2-POC3;GigabitEthernet0/5/6.3581;K4140;eNodeB_K4140_S1_X2;10.202.14.101;255.255.255.252
A521-ATN2120012_HAYDAR_2-POC3;GigabitEthernet0/5/7.3643;0B195;eNodeB_B195_S1_X2;10.202.13.233;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/8.3521;K2610;eNodeB_K2610_S1_X2;10.202.216.109;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/8.3625;A6333;eNodeB_A6333_S1_X2;10.202.220.77;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/8.4013;K5986;eNodeB_K5986_S1_X2;10.202.212.149;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/10.3501;V3492;eNodeB_V3492_S1_X2;10.26.67.9;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/10.3853;A6024;eNodeB_A6024_S1_X2;10.202.213.213;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/10.3897;M9698;eNodeB_M9698_S1_X2;10.202.213.125;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/10.3987;B6048;eNodeB_B6048_S1_X2;10.202.217.121;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/10.4007;K5164;eNodeB_K5164_S1_X2;10.202.217.81;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/11.3613;Y2904;eNodeB_Y2904_S1_X2;10.202.220.101;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/11.4061;B3590;eNodeB_B3590_S1_X2;10.202.216.229;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/13.3859;K6441;eNodeB_K6441_S1_X2;10.202.218.121;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/14.3593;A6031;eNodeB_A6031_S1_X2;10.202.215.221;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/16.3831;B6336;eNodeB_B6336_S1_X2;10.202.214.1;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/16.3933;B3718;eNodeB_B3718_S1_X2;10.202.213.53;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/16.3971;D6061;eNodeB_D6061_S1_X2;10.202.217.153;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/17.3771;06031;eNodeB_6031_S1_X2;10.202.214.121;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/18.3631;K3218;eNodeB_K3218_S1_X2;10.202.215.145;255.255.255.252
6031-ATN41400080_CEYLANPINAR-POC3;25GE0/2/18.4065;A6323;eNodeB_A6323_S1_X2;10.202.212.45;255.255.255.252
M1301-ATN48800023_BATMAN_GANDI-POC3;Eth-Trunk2.4007;V5782;eNodeB_V5782_S1_X2;10.23.101.241;255.255.255.252
M1301-ATN48800023_BATMAN_GANDI-POC3;GigabitEthernet0/2/4.3723;M1301;eNodeB_M1301_S1_X2;10.23.99.121;255.255.255.252
M1301-ATN48800023_BATMAN_GANDI-POC3;GigabitEthernet0/2/5.3559;V8141;eNodeB_V8141_S1_X2;10.23.100.193;255.255.255.252
M1301-ATN48800023_BATMAN_GANDI-POC3;GigabitEthernet0/2/5.3581;Y9103;eNodeB_Y9103_S1_X2;10.23.100.149;255.255.255.252
M1301-ATN48800023_BATMAN_GANDI-POC3;GigabitEthernet0/2/5.3615;M9278;eNodeB_M9278_S1_X2;10.23.100.81;255.255.255.252
M1301-ATN48800023_BATMAN_GANDI-POC3;GigabitEthernet0/2/5.3653;G2184;eNodeB_G2184_S1_X2;10.23.100.5;255.255.255.252
4487-ATN45420008_PIRAZIZ-POC3;Eth-Trunk1.3497;A4509;eNodeB_A4509_S1_X2;10.23.124.181;255.255.255.252
4487-ATN45420008_PIRAZIZ-POC3;Eth-Trunk1.3575;04487;eNodeB_4487_S1_X2;10.23.124.17;255.255.255.252
4487-ATN45420008_PIRAZIZ-POC3;Eth-Trunk1.3669;K5800;eNodeB_K5800_S1_X2;10.202.252.197;255.255.255.252
4487-ATN45420008_PIRAZIZ-POC3;Eth-Trunk1.3725;K5799;eNodeB_K5799_S1_X2;10.202.252.85;255.255.255.252
4487-ATN45420008_PIRAZIZ-POC3;Eth-Trunk1.3921;A5781;eNodeB_A5781_S1_X2;10.202.255.125;255.255.255.252
4487-ATN45420008_PIRAZIZ-POC3;Eth-Trunk1.3967;Y9132;eNodeB_Y9132_S1_X2;10.26.13.21;255.255.255.252
4487-ATN45420008_PIRAZIZ-POC3;Eth-Trunk1.3993;M2523;eNodeB_M2523_S1_X2;10.202.254.237;255.255.255.252
